name,season,status,tv_network,ano
The Bachelor,SEASON 23,Renewed 5/10,ABC,2018
Bachelor in Paradise,SEASON 5,Renewed 2/5,ABC,2018
The Bachelorette,SEASON 14,,ABC,2018
The Bachelorette,SEASON 15,,ABC,2018
Black-ish,SEASON 5,Renewed for a 6th season on 5/2,ABC,2018
Bless This Mess,,Renewed for a 2nd season on 5/10,ABC,2018
Castaways,,,ABC,2018
Celebrity Family Feud,SEASON 5,Renewed 8/7,ABC,2018
Child Support,SEASON 2,,ABC,2018
The Conners,,Renewed for a 2nd season on 3/22,ABC,2018
Dancing With the Stars,SEASON 27,Renewed 5/10,ABC,2018
Dancing With the Stars: Juniors,,,ABC,2018
The Fix,,Canceled 5/10,ABC,2018
For the People,SEASON 2,Canceled 5/9,ABC,2018
Fresh Off the Boat,SEASON 5,Renewed for a 6th season on 5/10,ABC,2018
The Goldbergs,SEASON 6,Renewed for a 7th season on 5/11,ABC,2018
The Gong Show,SEASON 2,,ABC,2018
The Good Doctor,SEASON 2,Renewed for a 3rd season on 2/5,ABC,2018
The Great American Baking Show,SEASON 4,Renewed 8/1/19,ABC,2018
The Great Christmas Light Fight,SEASON 6,Renewed 10/18,ABC,2018
Grey's Anatomy,SEASON 15,Renewed through S17 on 5/10,ABC,2018
How to Get Away With Murder,SEASON 5,Renewed for a 6th season on 5/10,ABC,2018
The Kids Are Alright,,Canceled 5/10,ABC,2018
The Last Defense,,,ABC,2018
Marvel's Agents of S.H.I.E.L.D.,SEASON 6,Renewed for a 7th season on 11/16/18,ABC,2018
The Match Game,SEASON 3,,ABC,2018
The Match Game,SEASON 4,,ABC,2018
A Million Little Things,,Renewed for a 2nd season on 2/5,ABC,2018
Modern Family,SEASON 10,Renewed for an 11th (final) season 2/5,ABC,2018
The Proposal,,Canceled 8/5/19,ABC,2018
The Rookie,,Renewed for a 2nd season on 5/10,ABC,2018
Schooled,,Renewed for a 2nd season on 5/11,ABC,2018
Shark Tank,SEASON 10,Renewed 2/5,ABC,2018
Single Parents,,Renewed for a 2nd season on 5/10,ABC,2018
Speechless,SEASON 3,Canceled 5/10,ABC,2018
Splitting Up Together,SEASON 2,Canceled 5/10,ABC,2018
Station 19,SEASON 2,Renewed for a 3rd season on t/10,ABC,2018
Take Two,,Canceled 11/21,ABC,2018
To Tell the Truth,SEASON 3,Renewed 8/7,ABC,2018
Videos After Dark,,,ABC,2018
Whiskey Cavalier,,Canceled 5/12,ABC,2018
48 Hours,SEASON 31,Renewed 5/15,CBS,2018
60 Minutes,SEASON 51,Renewed 5/15,CBS,2018
The Amazing Race,SEASON 31,Renewed 5/15,CBS,2018
The Big Bang Theory,SEASON 12,Ending with this 12th season,CBS,2018
Big Brother,SEASON 20,Renewed 5/15,CBS,2018
Blood & Treasure,,,CBS,2018
Blue Bloods,SEASON 9,Renewed for a 10th season on 4/12,CBS,2018
Bull,SEASON 3,Renewed 5/9,CBS,2018
Celebrity Big Brother,SEASON 2,No decision made yet (renewal still possible),CBS,2018
The Code,,Canceled 7/23/19,CBS,2018
Criminal Minds,SEASON 14,Renewed for a 15th (final) season on 1/10,CBS,2018
Elementary,SEASON 7,Ending with this 7th season,CBS,2018
Fam,,Canceled 5/10,CBS,2018
F.B.I.,,Renewed for a 2nd season on 1/25,CBS,2018
God Friended Me,,Renewed for a 2nd season on 1/29,CBS,2018
The Good Fight,SEASON 3,Exclusive to CBS All Access; renewed 4/23,CBS,2018
Happy Together,,Canceled 5/10,CBS,2018
Hawaii Five-0,SEASON 9,Renewed 5/9,CBS,2018
Life in Pieces,SEASON 4,Canceled 5/10,CBS,2018
MacGyver,SEASON 3,Renewed 5/9,CBS,2018
Madam Secretary,SEASON 5,Renewed for a 6th (final) season on 5/9,CBS,2018
Magnum P.I.,,Renewed for a 2nd season on 1/25,CBS,2018
Man With a Plan,SEASON 3,Renewed for a 4th season on 5/10,CBS,2018
Million Dollar Mile,,Banished to Saturdays effective 5/4,CBS,2018
Mom,SEASON 6,Renewed through S8 on 2/5/19,CBS,2018
Murphy Brown,SEASON 11,Returns after 20-year absence; canceled 5/10,CBS,2018
NCIS,SEASON 16,Renewed for a 17th season on 4/11,CBS,2018
NCIS: Los Angeles,SEASON 10,Renewed 4/22,CBS,2018
NCIS: New Orleans,SEASON 5,Renewed 4/22,CBS,2018
NCIS: The Cases They Can't Forget,SEASON 3,,CBS,2018
The Neighborhood,,Renewed for a 2nd season on 1/25,CBS,2018
No Activity,SEASON 2,Exclusive to CBS All Access; renewed 3/4,CBS,2018
One Dollar,,CBS All Access; canceled 12/12,CBS,2018
Pink Collar Crimes,,,CBS,2018
Ransom,SEASON 3,Canceled 7/3/19,CBS,2018
The Red Line,,Considered a miniseries; cofirmed as canceled 6/7/19,CBS,2018
Salvation,SEASON 2,,CBS,2018
SEAL Team,SEASON 2,Renewed 5/9,CBS,2018
Star Trek: Discovery,SEASON 2,Exclusive to CBS All Access; renewed 2/27,CBS,2018
Strange Angel,,Exclusive to CBS All Access,CBS,2018
Survivor,SEASON 37,,CBS,2018
Survivor,SEASON 38,Renewed 5/15,CBS,2018
S.W.A.T.,SEASON 2,Renewed 5/9,CBS,2018
Tell Me a Story,,CBS All Access; renewed 12/17,CBS,2018
TKO: Total Knock Out,,,CBS,2018
The Twilight Zone,,Exclusive to CBS All Access; renewed 4/29,CBS,2018
Whistleblower,,,CBS,2018
Whistleblower,SEASON 2,,CBS,2018
The World's Best,,,CBS,2018
Young Sheldon,SEASON 2,Renewed through S4 on 2/22,CBS,2018
The 100,SEASON 6,Renewed for a 7th season on 4/24,The CW,2018
All American,,Renewed for a 2nd season on 4/24,The CW,2018
Arrow,SEASON 7,Renewed 1/31; S8 will be final season,The CW,2018
Black Lightning,SEASON 2,Renewed 1/31,The CW,2018
Burden of Truth,,Renewed 10/9,The CW,2018
Charmed,,Renewed 1/31,The CW,2018
Crazy Ex-Girlfriend,SEASON 4,Ending with this 4th season; expanded to 18 eps,The CW,2018
DC's Legends of Tomorrow,SEASON 4,Renewed 1/31,The CW,2018
Dynasty,SEASON 2,Renewed 1/31,The CW,2018
The Flash,SEASON 5,Renewed 1/31,The CW,2018
In the Dark,,Renewed for a 2nd season on 4/24,The CW,2018
iZombie,SEASON 5,Ending with this 5th season,The CW,2018
Jane the Virgin,SEASON 5,Ending with this 5th season,The CW,2018
Legacies,,Renewed 1/31,The CW,2018
Masters of Illusion,SEASON 5,Renewed 10/9,The CW,2018
My Last Days,SEASON 2,,The CW,2018
My Last Days,SEASON 3,,The CW,2018
The Outpost,,Renewed 10/9,The CW,2018
Penn & Teller: Fool Us,SEASON 5,Renewed 10/9,The CW,2018
Riverdale,SEASON 3,Renewed 1/31,The CW,2018
"Roswell, New Mexico",,Renewed for a 2nd season on 4/24,The CW,2018
Supergirl,SEASON 4,Renewed 1/31,The CW,2018
Supernatural,SEASON 14,Renewed 1/31; S15 announced as final season 3/22,The CW,2018
Whose Line Is It Anyway,SEASON 14,Renewed 10/9,The CW,2018
9-1-1,SEASON 2,Renewed for a 3rd season on 3/25,Fox,2018
Beat Shazam,SEASON 2,Renewed 8/21,Fox,2018
Beat Shazam,SEASON 3,Renewed 1/31/20,Fox,2018
Bob's Burgers,SEASON 9,Renewed for a 10th season on 2/12,Fox,2018
The Cool Kids,,Canceled 5/10,Fox,2018
Cosmos: Possible Worlds,starts tbd,Miniseries; delayed but will air,Fox,2018
Empire,SEASON 5,Renewed for a 6th (final) season on 4/30,Fox,2018
Family Guy,SEASON 17,Renewed for an 18th season on 2/12,Fox,2018
The Four: Battle for Stardom,SEASON 2,Not included in Fox's 2019-20 plans,Fox,2018
The Gifted,SEASON 2,Canceled 4/17,Fox,2018
Gordon Ramsay's 24 Hours to Hell and Back,,Renewed 6/27,Fox,2018
Gordon Ramsay's 24 Hours to Hell and Back,SEASON 2,,Fox,2018
Gotham,SEASON 5,Ending with this 5th season,Fox,2018
Hell's Kitchen,SEASON 18,Renewed through S20 on 2/26,Fox,2018
Last Man Standing,SEASON 7,Renewed for an 8th season on 4/18,Fox,2018
Lethal Weapon,SEASON 3,Canceled 5/10,Fox,2018
Love Connection,SEASON 2,Canceled 2/27,Fox,2018
The Masked Singer,,Renewed 1/30; extended to S3 on 5/13,Fox,2018
MasterChef,SEASON 9,Renewed 9/19,Fox,2018
MasterChef,SEASON 10,,Fox,2018
MasterChef Junior,SEASON 7,Renewed 5/13,Fox,2018
Mental Samurai,,Not included in Fox's 2019-20 plans,Fox,2018
The Orville,SEASON 2,Renewed for a 3rd season on 5/11,Fox,2018
Paradise Hotel,,Canceled 8/7/19,Fox,2018
The Passage,,Canceled 5/10,Fox,2018
Proven Innocent,,Canceled 5/11,Fox,2018
Rel,,Canceled 4/17,Fox,2018
The Resident,SEASON 2,Renewed for a 3rd season on 3/25,Fox,2018
The Simpsons,SEASON 30,Renewed through S32 on 2/6,Fox,2018
So You Think You Can Dance,SEASON 15,Renewed 1/14,Fox,2018
Star,SEASON 3,Canceled 5/10,Fox,2018
Abby's,,Canceled 5/30,NBC,2018
America's Got Talent,SEASON 13,,NBC,2018
America's Got Talent,SEASON 14,,NBC,2018
America's Got Talent: The Champions,,Renewed 5/11,NBC,2018
American Ninja Warrior,SEASON 10,Renewed 2/14,NBC,2018
American Ninja Warrior,SEASON 11,,NBC,2018
A.P. Bio,SEASON 2,Canceled 5/24,NBC,2018
The Blacklist,SEASON 6,Renewed for a 7th season on 3/11,NBC,2018
Blindspot,SEASON 4,Renewed for a 5th (final) season on 5/10,NBC,2018
Brooklyn Nine-Nine,SEASON 6,Moved from Fox; renewed  2/27,NBC,2018
Chicago Fire,SEASON 7,Renewed 2/26,NBC,2018
Chicago Med,SEASON 4,Renewed 2/26,NBC,2018
Chicago P.D.,SEASON 6,Renewed 2/26,NBC,2018
Dateline NBC,SEASON 28,Renewed 5/12,NBC,2018
Ellen's Game of Games,SEASON 2,Renewed 1/16,NBC,2018
The Enemy Within,,Canceled 5/30,NBC,2018
The Gilded Age,starts  tbd,Delayed and moved to HBO,NBC,2018
Good Girls,SEASON 2,Renewed for a 3rd season on 4/12,NBC,2018
The Good Place,SEASON 3,Renewed for a 4th season on 12/4,NBC,2018
I Feel Bad,,Canceled 5/10,NBC,2018
The InBetween,,,NBC,2018
Law & Order: SVU,SEASON 20,Renewed for a 21st season on 3/29,NBC,2018
Little Big Shots,SEASON 3,Renewed 5/12,NBC,2018
Making It,,Renewed for a 2nd season on 8/21,NBC,2018
Manifest,,Renewed for a 2nd season on 4/15,NBC,2018
Marlon,SEASON 2,Canceled 12/21,NBC,2018
"Midnight, Texas",SEASON 2,Canceled 12/21,NBC,2018
New Amsterdam,,Renewed for a 2nd season on 2/4,NBC,2018
Reverie,,Canceled 11/6,NBC,2018
Running Wild With Bear Grylls,SEASON 4,Renewed but moving to Nat Geo for S5,NBC,2018
Shades of Blue,SEASON 3,Ending with this delayed 3rd season,NBC,2018
Songland,,Renewed 9/10/19,NBC,2018
Superstore,SEASON 4,Renewed for a 5th season on 3/4,NBC,2018
This Is Us,SEASON 3,Renewed through S6 on 5/12/19,NBC,2018
The Titan Games,,Renewed 9/16/19,NBC,2018
Trial & Error,SEASON 2,Canceled 1/16,NBC,2018
The Village,,Canceled 5/30,NBC,2018
The Voice,SEASON 15,,NBC,2018
The Voice,SEASON 16,Renewed for a 17th season on 5/10,NBC,2018
Will & Grace,SEASON 10,Previously renewed through S11,NBC,2018
World of Dance,SEASON 3,Renewed 5/11,NBC,2018
2 Dope Queens,SEASON 2,,HBO,2018
Animals,SEASON 3,Canceled 10/17,HBO,2018
Ballers,SEASON 4,Renewed for a 5th season on 9/6,HBO,2018
Barry,SEASON 2,Renewed for a 3rd season on 4/10,HBO,2018
Camping,,,HBO,2018
The Case Against Adnan Syed,,Miniseries,HBO,2018
Chernobyl,,Miniseries,HBO,2018
Crashing,SEASON 3,Canceled 3/8,HBO,2018
The Deuce,SEASON 2,Renewed for a 3rd (final) season on 9/20,HBO,2018
Game of Thrones,SEASON 8,Ending with this 8th season,HBO,2018
Gentleman Jack,,Renewed for a 2nd season on 5/23,HBO,2018
Hard Knocks,SEASON 13,,HBO,2018
High Maintenance,SEASON 9,(3rd season on HBO) Renewed 3/19,HBO,2018
Insecure,SEASON 3,Renewed for a 4th season on 9/6,HBO,2018
Last Week Tonight With John Oliver,S5,Previously renewed through S7,HBO,2018
Last Week Tonight With John Oliver,S6,Previously renewed through S7,HBO,2018
Leaving Neverland,,Miniseries,HBO,2018
Miss Sherlock,,Japanese series (streaming only),HBO,2018
My Brilliant Friend,,Italian-language series; renewed 12/4,HBO,2018
Pod Save America,,,HBO,2018
Random Acts of Flyness,,Renewed for a 2nd season on 8/20,HBO,2018
Room 104,SEASON 2,Renewed for a 3rd season,HBO,2018
Sally4Ever,,,HBO,2018
Sharp Objects,,,HBO,2018
Succession,,Renewed for a 2nd season on 6/11,HBO,2018
Tracey Ullman's Show,SEASON 3,,HBO,2018
True Detective,SEASON 3,,HBO,2018
Veep,SEASON 7,Ending with this 7th season,HBO,2018
Wyatt Cenac's Problem Areas,SEASON 2,Canceled 6/7/19,HBO,2018
The Affair,SEASON 4,Renewed for a 5th (final) season on 7/26,Showtime,2018
Billions,SEASON 4,Renewed for a 5th season on 5/8,Showtime,2018
Black Monday,,Renewed for a 2nd season on 4/29,Showtime,2018
The Chi,SEASON 2,Renewed for a 3rd season on 4/30,Showtime,2018
Desus & Mero,,,Showtime,2018
"Enemies: The President, Justice & The FBI",,,Showtime,2018
Escape at Dannemora,,Miniseries,Showtime,2018
Kidding,,Renewed for a 2nd season on 10/10,Showtime,2018
Our Cartoon President,,Renewed for a 2nd season on 1/22,Showtime,2018
Our Cartoon President,SEASON 2,,Showtime,2018
Purity,,Production halted as of June 2018,Showtime,2018
Ray Donovan,SEASON 6,Renewed for a 7th season on 12/20,Showtime,2018
Shameless,SEASON 9,Renewed for a 10th season on 1/31,Showtime,2018
SMILF,SEASON 2,Canceled 3/8,Showtime,2018
Who Is America?,,Will not return for a 2nd season,Showtime,2018
Wu-Tang Clan: Of Mics and Men,,Miniseries,Showtime,2018
3 Below: Tales of Arcadia,,Animated series,Netflix,2018
1983,,Polish series,Netflix,2018
Abyss,,Korean series,Netflix,2018
Accidentally in Love,,Chinese series,Netflix,2018
After Life,,Renewed for a 2nd season on 4/3,Netflix,2018
Alexa & Katie,SEASON 2,Renewed 2/15,Netflix,2018
All About the Washingtons,,Canceled 10/18,Netflix,2018
American Vandal,SEASON 2,Canceled 10/26,Netflix,2018
Anne With an E,SEASON 2,Renewed for a 3rd season on 8/15,Netflix,2018
Arrested Development,SEASON 5 PART 2,,Netflix,2018
Atypical,SEASON 2,Renewed 10/24,Netflix,2018
Baby,,Italian series,Netflix,2018
Back Street Girls -GOKUDOLS-,,Anime,Netflix,2018
Bad Blood,,,Netflix,2018
Bad Blood,SEASON 2,,Netflix,2018
Baki,,Anime,Netflix,2018
The Ballad of Buster Scruggs,,Series won't air; re-edited as movie,Netflix,2018
Best Worst Weekend Ever,,,Netflix,2018
Big Mouth,SEASON 2,Renewed 11/17,Netflix,2018
Bitter Daisies,,Spanish series,Netflix,2018
Black Earth Rising,,,Netflix,2018
Black Spot,SEASON 2,French/Belgian; moving from Amazon,Netflix,2018
Black Summer,,Z Nation prequel; renewed 11/20/19,Netflix,2018
Blood Pact,,Brazilian series,Netflix,2018
Bodyguard,,USA debut of UK series,Netflix,2018
BoJack Horseman,SEASON 5,Renewed for a 6th season on 10/30,Netflix,2018
Bonding,,Renewed 1/16/20,Netflix,2018
Bonus Family (Bonusfamiljen),SEASON 2,Swedish series,Netflix,2018
Bordertown,SEASON 2,Finnish series,Netflix,2018
The Boss Baby: Back in Business,SEASON 2,Animated series,Netflix,2018
The Break,SEASON 2,French series,Netflix,2018
The Break With Michelle Wolf,,Canceled 8/17,Netflix,2018
Cable Girls,SEASON 3,Spanish series,Netflix,2018
Call My Agent!,SEASON 3,French series,Netflix,2018
Cannon Busters,starts tbd,Anime; delayed,Netflix,2018
Carlo & Malik,,Italian series,Netflix,2018
Carmen Sandiego,,Animated series; renewed 2/15,Netflix,2018
Castlevania,SEASON 2,Anime; renewed 10/31,Netflix,2018
Cathedral of the Sea,,Spanish series,Netflix,2018
Chambers,,Canceled 6/18/19,Netflix,2018
Charlie's Colorforms City,,Animated,Netflix,2018
Chilling Adventures of Sabrina,,Initial order is for 2 seasons,Netflix,2018
Chilling Adventures of Sabrina,SEASON 2,Renewed through S4 on 12/18/18,Netflix,2018
Chip & Potato,,Animated series,Netflix,2018
Churchill’s Secret Agents: The New Recruits,,,Netflix,2018
Club of Crows,SEASON 4,,Netflix,2018
Cocaine Coast,,Spanish series,Netflix,2018
Comedians in Cars Getting Coffee,SEASON 10,,Netflix,2018
Creeped Out,,,Netflix,2018
Crime Diaries: The Candidate,,,Netflix,2018
Cuckoo,SEASON 4,,Netflix,2018
Cuckoo,SEASON 5,,Netflix,2018
Cupcake & Dino - General Services,,Animated series,Netflix,2018
Cupcake & Dino - General Services,SEASON 2,Animated series,Netflix,2018
Dead to Me,,Renewed for a 2nd season on 6/3/19,Netflix,2018
Deadwind,,Finnish series,Netflix,2018
Delhi Crime,,Indian series,Netflix,2018
Demon's Path,,,Netflix,2018
Derry Girls,,Irish series,Netflix,2018
Diablero,,Mexican series,Netflix,2018
Dinotrux Supercharged,SEASON 3,Animated series,Netflix,2018
Disenchantment,,Renewed for a 2-part S2 on 10/22/18,Netflix,2018
Distrito Salvaje,,Colombian  series,Netflix,2018
Dogs of Berlin,,German series,Netflix,2018
Dragon Pilot,,Anime,Netflix,2018
The Dragon Prince,,Animated series; renewed 10/5,Netflix,2018
The Dragon Prince,SEASON 2,Animated series,Netflix,2018
Easy,SEASON 3,Ending with this 3rd season,Netflix,2018
El Marginal,SEASON 2,Argentine series,Netflix,2018
Élite,,Spanish series; renewed 10/17,Netflix,2018
The Epic Tales of Captain Underpants,,Animated series,Netflix,2018
The Epic Tales of Captain Underpants,S2,,Netflix,2018
F Is for Family,SEASON 3,Renewed for a 4th season on 1/24,Netflix,2018
Forest of Piano,,Anime,Netflix,2018
Free Rein,SEASON 2,,Netflix,2018
Friends From College,SEASON 2,Canceled 2/18,Netflix,2018
Frontier,SEASON 3,,Netflix,2018
Fugitiva,,Spanish series,Netflix,2018
Fuller House,SEASON 4,Renewed for a 5th (final) season 1/31,Netflix,2018
Ghoul,,Indian series,Netflix,2018
Girl From Nowhere,,Thai series,Netflix,2018
GLOW,SEASON 2,Renewed for a 3rd season on 8/20,Netflix,2018
The Good Cop,,Canceled 11/13,Netflix,2018
Grace and Frankie,SEASON 5,Renewed for a 6th season on 1/15,Netflix,2018
Green Door,,Taiwanese series,Netflix,2018
Harvey Street Kids,,Animated series,Netflix,2018
Harvey Street Kids,SEASON 2,Animated series,Netflix,2018
The Haunting of Hill House,,Renewed 2/21 (as an anthology),Netflix,2018
Hero Mask,,Anime,Netflix,2018
Hi Score Girl,,Anime,Netflix,2018
High Seas (Alta Mar),,Spanish series,Netflix,2018
Hilda,,Anime,Netflix,2018
The Hollow,,Animated series,Netflix,2018
Home: Adventures With Tip & Oh,SEASON 4,Animated series,Netflix,2018
House of Cards,SEASON 6,Ending with this delayed 6th season,Netflix,2018
How to Sell Drugs Online (Fast),,German series,Netflix,2018
Huge in France,,,Netflix,2018
I Hear You,,Chinese  series,Netflix,2018
I Think You Should Leave With Tim Robinson,,,Netflix,2018
If I Hadn't Met You,,Spanish series,Netflix,2018
Immortals,,Turkish series,Netflix,2018
Ingobernable,SEASON 2,,Netflix,2018
Ingress: The Animation,,Anime,Netflix,2018
The Innocents,,,Netflix,2018
Insatiable,,Renewed for a 2nd season on 9/12,Netflix,2018
It's Bruno,,,Netflix,2018
Jimmy: The True Story of a True Idiot,,Japanese series,Netflix,2018
The Joel McHale Show With Joel McHale,,Canceled 8/17,Netflix,2018
The Judgement,,Thai series,Netflix,2018
Kakegurui,,Anime,Netflix,2018
Killer Ratings,,Brazilian series,Netflix,2018
Kingdom,,Korean   series; renewed 11/8,Netflix,2018
Kiss Me First,,,Netflix,2018
The Kominsky Method,,Renewed for a 2nd season on 1/17,Netflix,2018
Kulipari: Dream Walker,,Animated series,Netflix,2018
La balada de Hugo Sánchez,,Spanish-language series,Netflix,2018
La casa de las flores,,Spanish series,Netflix,2018
La Forêt,,French series,Netflix,2018
Last Chance U,SEASON 3,Renewed for a 4th season on 8/8,Netflix,2018
Last Hope,,Anime,Netflix,2018
The Last Kingdom,SEASON 3,,Netflix,2018
Life,,Korean series,Netflix,2018
Little Things,SEASON 2,Indian series,Netflix,2018
Lost Song,,Anime,Netflix,2018
"Love, Death + Robots",,Animated anthology; renewed 6/10/19,Netflix,2018
Lucifer,SEASON 4,Moving from Fox; renewed 6/6/19,Netflix,2018
Luna Petunia: Return to Amazia,SEASON 2,,Netflix,2018
Lunatics,,,Netflix,2018
The Mafia Dolls,SEASON 2,Colombian series,Netflix,2018
Magic for Humans,,Renewed 12/13,Netflix,2018
Making a Murderer,SEASON 2,,Netflix,2018
Maniac,,,Netflix,2018
Marcella,SEASON 2,Renewed for a 3rd season on 10/3,Netflix,2018
Marvel's Daredevil,SEASON 3,Canceled 11/29,Netflix,2018
Marvel's Iron Fist,SEASON 2,Canceled 10/12,Netflix,2018
Marvel's Luke Cage,SEASON 2,Canceled 10/19,Netflix,2018
Marvel's The Punisher,SEASON 2,Canceled 2/18,Netflix,2018
The Mechanism (O Mecanismo),SEASON 2,Brazilian series,Netflix,2018
Medici,"SEASON 2 (""The Magnificent"")",,Netflix,2018
Memories of the Alhambra,,Korean series,Netflix,2018
Meteor Garden,,Taiwanese series,Netflix,2018
Monkey Twins,,Thai series,Netflix,2018
Most Beautiful Thing,,Brazilian series,Netflix,2018
Motown Magic,,Animated series,Netflix,2018
Mr. Sunshine,,Korean series,Netflix,2018
My First First Love,,Korean series,Netflix,2018
My Next Guest Needs No Introduction,SEASON 2,,Netflix,2018
Mystery Science Theater 3000,SEASON 12,Cancellation confirmed 11/26/19,Netflix,2018
Narcos: Mexico,,Renewed 12/5,Netflix,2018
No Good Nick,,Canceled 9/15/19,Netflix,2018
Norm Macdonald Has a Show,,,Netflix,2018
Norsemen,SEASON 2,Norwegian series,Netflix,2018
Northern Rescue,,,Netflix,2018
The OA,SEASON 2,Canceled 8/5/19,Netflix,2018
Oh My Ghost,,Thai series,Netflix,2018
On Children,,Taiwanese series,Netflix,2018
On My Block,SEASON 2,Renewed for a 3rd season on 4/29,Netflix,2018
One Day at a Time,SEASON 3,Canceled 3/14,Netflix,2018
One Spring Night,,Korean series,Netflix,2018
Orange Is the New Black,SEASON 6,Previously renewed through S7,Netflix,2018
The Order,,,Netflix,2018
Osmosis,,French series,Netflix,2018
Our Planet,,Nature miniseries,Netflix,2018
Ozark,SEASON 2,Renewed for a 3rd season on 10/10,Netflix,2018
Paquita Salas,SEASON 2,Spanish series,Netflix,2018
Paradise P.D.,,Renewed for a 2nd season on 10/30,Netflix,2018
Patriot Act With Hasan Minhaj,,,Netflix,2018
Perfume,,German series,Netflix,2018
Pine Gap,,,Netflix,2018
Pinky Malinky,,Animated series,Netflix,2018
Ponysitters Club,SEASON 2,,Netflix,2018
The Protector,,Turkish series,Netflix,2018
The Protector,SEASON 2,Turkish series,Netflix,2018
